Minutes,Hours,Temperature,Well,OD_reading,Isolate,CadGene,Conc,Salt,Rep
850,14,29.5,A3,0.0889,WRLP81,cadA2,120,CdCl2,Rep1
860,14,29.5,A3,0.0907,WRLP81,cadA2,120,CdCl2,Rep1
870,14,29.5,A3,0.0915,WRLP81,cadA2,120,CdCl2,Rep1
880,14,29.5,A3,0.0916,WRLP81,cadA2,120,CdCl2,Rep1
890,14,29.5,A3,0.0927,WRLP81,cadA2,120,CdCl2,Rep1
900,15,29.5,A3,0.0931,WRLP81,cadA2,120,CdCl2,Rep1
910,15,29.5,A3,0.0947,WRLP81,cadA2,120,CdCl2,Rep1
920,15,29.5,A3,0.0961,WRLP81,cadA2,120,CdCl2,Rep1
930,15,29.5,A3,0.0974,WRLP81,cadA2,120,CdCl2,Rep1
940,15,29.5,A3,0.0989,WRLP81,cadA2,120,CdCl2,Rep1
950,15,29.5,A3,0.0998,WRLP81,cadA2,120,CdCl2,Rep1
960,16,29,A3,0.1003,WRLP81,cadA2,120,CdCl2,Rep1
970,16,29,A3,0.1011,WRLP81,cadA2,120,CdCl2,Rep1
980,16,29,A3,0.1023,WRLP81,cadA2,120,CdCl2,Rep1
990,16,29,A3,0.1022,WRLP81,cadA2,120,CdCl2,Rep1
1000,16,29,A3,0.1027,WRLP81,cadA2,120,CdCl2,Rep1
1010,16,29,A3,0.1037,WRLP81,cadA2,120,CdCl2,Rep1
1020,17,29,A3,0.1043,WRLP81,cadA2,120,CdCl2,Rep1
1030,17,29,A3,0.1054,WRLP81,cadA2,120,CdCl2,Rep1
1040,17,29,A3,0.1064,WRLP81,cadA2,120,CdCl2,Rep1
1050,17,29,A3,0.1083,WRLP81,cadA2,120,CdCl2,Rep1
1060,17,29,A3,0.1092,WRLP81,cadA2,120,CdCl2,Rep1
1070,17,29,A3,0.111,WRLP81,cadA2,120,CdCl2,Rep1
1080,18,29,A3,0.1124,WRLP81,cadA2,120,CdCl2,Rep1
1090,18,29,A3,0.1135,WRLP81,cadA2,120,CdCl2,Rep1
1100,18,29,A3,0.1151,WRLP81,cadA2,120,CdCl2,Rep1
1110,18,29,A3,0.1171,WRLP81,cadA2,120,CdCl2,Rep1
1120,18,29,A3,0.1186,WRLP81,cadA2,120,CdCl2,Rep1
1130,18,29,A3,0.1206,WRLP81,cadA2,120,CdCl2,Rep1
1140,19,29,A3,0.1222,WRLP81,cadA2,120,CdCl2,Rep1
1150,19,29,A3,0.1243,WRLP81,cadA2,120,CdCl2,Rep1
1160,19,29,A3,0.1258,WRLP81,cadA2,120,CdCl2,Rep1
1170,19,29,A3,0.1273,WRLP81,cadA2,120,CdCl2,Rep1
1180,19,29,A3,0.1292,WRLP81,cadA2,120,CdCl2,Rep1
1190,19,29,A3,0.1308,WRLP81,cadA2,120,CdCl2,Rep1
1200,20,29,A3,0.1323,WRLP81,cadA2,120,CdCl2,Rep1
1210,20,29,A3,0.1321,WRLP81,cadA2,120,CdCl2,Rep1
1220,20,29.5,A3,0.1324,WRLP81,cadA2,120,CdCl2,Rep1
1230,20,29.5,A3,0.133,WRLP81,cadA2,120,CdCl2,Rep1
1240,20,29.5,A3,0.1335,WRLP81,cadA2,120,CdCl2,Rep1
1250,20,29.5,A3,0.1331,WRLP81,cadA2,120,CdCl2,Rep1
1260,21,29.5,A3,0.1334,WRLP81,cadA2,120,CdCl2,Rep1
1270,21,29.5,A3,0.1336,WRLP81,cadA2,120,CdCl2,Rep1
1280,21,29.5,A3,0.1337,WRLP81,cadA2,120,CdCl2,Rep1
1290,21,29.5,A3,0.1336,WRLP81,cadA2,120,CdCl2,Rep1
1300,21,29.5,A3,0.1341,WRLP81,cadA2,120,CdCl2,Rep1
1310,21,29.5,A3,0.1343,WRLP81,cadA2,120,CdCl2,Rep1
1320,22,29.5,A3,0.1344,WRLP81,cadA2,120,CdCl2,Rep1
1330,22,29.5,A3,0.1347,WRLP81,cadA2,120,CdCl2,Rep1
1340,22,29.5,A3,0.135,WRLP81,cadA2,120,CdCl2,Rep1
1350,22,29.5,A3,0.1356,WRLP81,cadA2,120,CdCl2,Rep1
1360,22,29.5,A3,0.136,WRLP81,cadA2,120,CdCl2,Rep1
1370,22,29.5,A3,0.1362,WRLP81,cadA2,120,CdCl2,Rep1
1380,23,29.5,A3,0.1368,WRLP81,cadA2,120,CdCl2,Rep1
1390,23,29.5,A3,0.1366,WRLP81,cadA2,120,CdCl2,Rep1
1400,23,29.5,A3,0.138,WRLP81,cadA2,120,CdCl2,Rep1
1410,23,29.5,A3,0.1376,WRLP81,cadA2,120,CdCl2,Rep1
0,0,22,A4,0.07,EGDe,cadA3,120,CdCl2,Rep1
10,0,22.5,A4,0.0706,EGDe,cadA3,120,CdCl2,Rep1
20,0,23.5,A4,0.0694,EGDe,cadA3,120,CdCl2,Rep1
30,0,24.5,A4,0.0703,EGDe,cadA3,120,CdCl2,Rep1
40,0,25.5,A4,0.0707,EGDe,cadA3,120,CdCl2,Rep1
50,0,26,A4,0.0698,EGDe,cadA3,120,CdCl2,Rep1
60,1,26.5,A4,0.0696,EGDe,cadA3,120,CdCl2,Rep1
70,1,27.5,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
80,1,27.5,A4,0.0702,EGDe,cadA3,120,CdCl2,Rep1
90,1,28,A4,0.0704,EGDe,cadA3,120,CdCl2,Rep1
100,1,28.5,A4,0.0702,EGDe,cadA3,120,CdCl2,Rep1
110,1,29,A4,0.0696,EGDe,cadA3,120,CdCl2,Rep1
120,2,29,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
130,2,29,A4,0.0701,EGDe,cadA3,120,CdCl2,Rep1
140,2,29.5,A4,0.071,EGDe,cadA3,120,CdCl2,Rep1
150,2,29.5,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
160,2,29.5,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
170,2,30,A4,0.0702,EGDe,cadA3,120,CdCl2,Rep1
180,3,30,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
190,3,30,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
200,3,30,A4,0.071,EGDe,cadA3,120,CdCl2,Rep1
210,3,30,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
220,3,30,A4,0.0707,EGDe,cadA3,120,CdCl2,Rep1
230,3,30,A4,0.0703,EGDe,cadA3,120,CdCl2,Rep1
240,4,30,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
250,4,30,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
260,4,30.5,A4,0.0703,EGDe,cadA3,120,CdCl2,Rep1
270,4,30.5,A4,0.0707,EGDe,cadA3,120,CdCl2,Rep1
280,4,30.5,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
290,4,30.5,A4,0.07,EGDe,cadA3,120,CdCl2,Rep1
300,5,30.5,A4,0.0714,EGDe,cadA3,120,CdCl2,Rep1
310,5,30.5,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
320,5,30,A4,0.0701,EGDe,cadA3,120,CdCl2,Rep1
330,5,30,A4,0.071,EGDe,cadA3,120,CdCl2,Rep1
340,5,30,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
350,5,30,A4,0.0706,EGDe,cadA3,120,CdCl2,Rep1
360,6,30,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
370,6,30,A4,0.0698,EGDe,cadA3,120,CdCl2,Rep1
380,6,30,A4,0.0702,EGDe,cadA3,120,CdCl2,Rep1
390,6,30,A4,0.0707,EGDe,cadA3,120,CdCl2,Rep1
400,6,30,A4,0.0699,EGDe,cadA3,120,CdCl2,Rep1
410,6,30,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
420,7,30,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
430,7,30,A4,0.0703,EGDe,cadA3,120,CdCl2,Rep1
440,7,30,A4,0.0702,EGDe,cadA3,120,CdCl2,Rep1
450,7,30,A4,0.0706,EGDe,cadA3,120,CdCl2,Rep1
460,7,30,A4,0.0711,EGDe,cadA3,120,CdCl2,Rep1
470,7,30,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
480,8,30,A4,0.0711,EGDe,cadA3,120,CdCl2,Rep1
490,8,30,A4,0.0706,EGDe,cadA3,120,CdCl2,Rep1
500,8,30,A4,0.0708,EGDe,cadA3,120,CdCl2,Rep1
510,8,30,A4,0.0712,EGDe,cadA3,120,CdCl2,Rep1
520,8,30,A4,0.0705,EGDe,cadA3,120,CdCl2,Rep1
530,8,30,A4,0.0706,EGDe,cadA3,120,CdCl2,Rep1
540,9,30,A4,0.0713,EGDe,cadA3,120,CdCl2,Rep1
550,9,30,A4,0.0707,EGDe,cadA3,120,CdCl2,Rep1
560,9,30,A4,0.0704,EGDe,cadA3,120,CdCl2,Rep1
570,9,30,A4,0.0712,EGDe,cadA3,120,CdCl2,Rep1
580,9,30,A4,0.0712,EGDe,cadA3,120,CdCl2,Rep1
590,9,30,A4,0.0717,EGDe,cadA3,120,CdCl2,Rep1
600,10,30,A4,0.0717,EGDe,cadA3,120,CdCl2,Rep1
610,10,30,A4,0.0715,EGDe,cadA3,120,CdCl2,Rep1
620,10,30,A4,0.0714,EGDe,cadA3,120,CdCl2,Rep1
630,10,30,A4,0.0714,EGDe,cadA3,120,CdCl2,Rep1
640,10,30,A4,0.0719,EGDe,cadA3,120,CdCl2,Rep1
650,10,30,A4,0.0718,EGDe,cadA3,120,CdCl2,Rep1
660,11,30,A4,0.0733,EGDe,cadA3,120,CdCl2,Rep1
670,11,30,A4,0.0739,EGDe,cadA3,120,CdCl2,Rep1
680,11,30,A4,0.0732,EGDe,cadA3,120,CdCl2,Rep1
690,11,30,A4,0.0732,EGDe,cadA3,120,CdCl2,Rep1
700,11,29.5,A4,0.0746,EGDe,cadA3,120,CdCl2,Rep1
710,11,29.5,A4,0.075,EGDe,cadA3,120,CdCl2,Rep1
720,12,29.5,A4,0.0752,EGDe,cadA3,120,CdCl2,Rep1
730,12,29.5,A4,0.0758,EGDe,cadA3,120,CdCl2,Rep1
740,12,29.5,A4,0.0751,EGDe,cadA3,120,CdCl2,Rep1
750,12,29.5,A4,0.0773,EGDe,cadA3,120,CdCl2,Rep1
760,12,29.5,A4,0.078,EGDe,cadA3,120,CdCl2,Rep1
770,12,29.5,A4,0.0776,EGDe,cadA3,120,CdCl2,Rep1
780,13,29.5,A4,0.08,EGDe,cadA3,120,CdCl2,Rep1
790,13,29.5,A4,0.0804,EGDe,cadA3,120,CdCl2,Rep1
800,13,29.5,A4,0.0813,EGDe,cadA3,120,CdCl2,Rep1
810,13,29.5,A4,0.0828,EGDe,cadA3,120,CdCl2,Rep1
820,13,29.5,A4,0.0839,EGDe,cadA3,120,CdCl2,Rep1
830,13,29.5,A4,0.0859,EGDe,cadA3,120,CdCl2,Rep1
840,14,29.5,A4,0.0862,EGDe,cadA3,120,CdCl2,Rep1
850,14,29.5,A4,0.0879,EGDe,cadA3,120,CdCl2,Rep1
860,14,29.5,A4,0.0895,EGDe,cadA3,120,CdCl2,Rep1
870,14,29.5,A4,0.0896,EGDe,cadA3,120,CdCl2,Rep1
880,14,29.5,A4,0.0911,EGDe,cadA3,120,CdCl2,Rep1
890,14,29.5,A4,0.0937,EGDe,cadA3,120,CdCl2,Rep1
900,15,29.5,A4,0.0955,EGDe,cadA3,120,CdCl2,Rep1
910,15,29.5,A4,0.0975,EGDe,cadA3,120,CdCl2,Rep1
920,15,29.5,A4,0.0994,EGDe,cadA3,120,CdCl2,Rep1
930,15,29.5,A4,0.1012,EGDe,cadA3,120,CdCl2,Rep1
940,15,29.5,A4,0.1039,EGDe,cadA3,120,CdCl2,Rep1
950,15,29.5,A4,0.1061,EGDe,cadA3,120,CdCl2,Rep1
960,16,29,A4,0.1084,EGDe,cadA3,120,CdCl2,Rep1
970,16,29,A4,0.1104,EGDe,cadA3,120,CdCl2,Rep1
980,16,29,A4,0.1111,EGDe,cadA3,120,CdCl2,Rep1
990,16,29,A4,0.1125,EGDe,cadA3,120,CdCl2,Rep1
1000,16,29,A4,0.1137,EGDe,cadA3,120,CdCl2,Rep1
1010,16,29,A4,0.1142,EGDe,cadA3,120,CdCl2,Rep1
1020,17,29,A4,0.1153,EGDe,cadA3,120,CdCl2,Rep1
1030,17,29,A4,0.1161,EGDe,cadA3,120,CdCl2,Rep1
1040,17,29,A4,0.1168,EGDe,cadA3,120,CdCl2,Rep1
1050,17,29,A4,0.118,EGDe,cadA3,120,CdCl2,Rep1
1060,17,29,A4,0.1188,EGDe,cadA3,120,CdCl2,Rep1
1070,17,29,A4,0.1198,EGDe,cadA3,120,CdCl2,Rep1
1080,18,29,A4,0.121,EGDe,cadA3,120,CdCl2,Rep1
1090,18,29,A4,0.1228,EGDe,cadA3,120,CdCl2,Rep1
1100,18,29,A4,0.1239,EGDe,cadA3,120,CdCl2,Rep1
1110,18,29,A4,0.1253,EGDe,cadA3,120,CdCl2,Rep1
1120,18,29,A4,0.1266,EGDe,cadA3,120,CdCl2,Rep1
1130,18,29,A4,0.1283,EGDe,cadA3,120,CdCl2,Rep1
1140,19,29,A4,0.1296,EGDe,cadA3,120,CdCl2,Rep1
1150,19,29,A4,0.1316,EGDe,cadA3,120,CdCl2,Rep1
1160,19,29,A4,0.1325,EGDe,cadA3,120,CdCl2,Rep1
1170,19,29,A4,0.1343,EGDe,cadA3,120,CdCl2,Rep1
1180,19,29,A4,0.1358,EGDe,cadA3,120,CdCl2,Rep1
1190,19,29,A4,0.137,EGDe,cadA3,120,CdCl2,Rep1
1200,20,29,A4,0.1385,EGDe,cadA3,120,CdCl2,Rep1
1210,20,29,A4,0.1388,EGDe,cadA3,120,CdCl2,Rep1
1220,20,29.5,A4,0.1392,EGDe,cadA3,120,CdCl2,Rep1
1230,20,29.5,A4,0.1403,EGDe,cadA3,120,CdCl2,Rep1
1240,20,29.5,A4,0.141,EGDe,cadA3,120,CdCl2,Rep1
1250,20,29.5,A4,0.1414,EGDe,cadA3,120,CdCl2,Rep1
1260,21,29.5,A4,0.142,EGDe,cadA3,120,CdCl2,Rep1
1270,21,29.5,A4,0.1423,EGDe,cadA3,120,CdCl2,Rep1
1280,21,29.5,A4,0.142,EGDe,cadA3,120,CdCl2,Rep1
1290,21,29.5,A4,0.1424,EGDe,cadA3,120,CdCl2,Rep1
1300,21,29.5,A4,0.1437,EGDe,cadA3,120,CdCl2,Rep1
1310,21,29.5,A4,0.1435,EGDe,cadA3,120,CdCl2,Rep1
1320,22,29.5,A4,0.1448,EGDe,cadA3,120,CdCl2,Rep1
1330,22,29.5,A4,0.1448,EGDe,cadA3,120,CdCl2,Rep1
1340,22,29.5,A4,0.1455,EGDe,cadA3,120,CdCl2,Rep1
1350,22,29.5,A4,0.1462,EGDe,cadA3,120,CdCl2,Rep1
1360,22,29.5,A4,0.1466,EGDe,cadA3,120,CdCl2,Rep1
1370,22,29.5,A4,0.1469,EGDe,cadA3,120,CdCl2,Rep1
1380,23,29.5,A4,0.1476,EGDe,cadA3,120,CdCl2,Rep1
1390,23,29.5,A4,0.1481,EGDe,cadA3,120,CdCl2,Rep1
1400,23,29.5,A4,0.1491,EGDe,cadA3,120,CdCl2,Rep1
1410,23,29.5,A4,0.1492,EGDe,cadA3,120,CdCl2,Rep1
0,0,22,A5,0.0718,ScottA,cadA4,120,CdCl2,Rep1
10,0,22.5,A5,0.0723,ScottA,cadA4,120,CdCl2,Rep1
20,0,23.5,A5,0.0712,ScottA,cadA4,120,CdCl2,Rep1
30,0,24.5,A5,0.0725,ScottA,cadA4,120,CdCl2,Rep1
40,0,25.5,A5,0.0727,ScottA,cadA4,120,CdCl2,Rep1
50,0,26,A5,0.0716,ScottA,cadA4,120,CdCl2,Rep1
60,1,26.5,A5,0.0721,ScottA,cadA4,120,CdCl2,Rep1
70,1,27.5,A5,0.0717,ScottA,cadA4,120,CdCl2,Rep1
80,1,27.5,A5,0.0721,ScottA,cadA4,120,CdCl2,Rep1
90,1,28,A5,0.0723,ScottA,cadA4,120,CdCl2,Rep1
100,1,28.5,A5,0.0723,ScottA,cadA4,120,CdCl2,Rep1
110,1,29,A5,0.072,ScottA,cadA4,120,CdCl2,Rep1
120,2,29,A5,0.0729,ScottA,cadA4,120,CdCl2,Rep1
130,2,29,A5,0.0721,ScottA,cadA4,120,CdCl2,Rep1
140,2,29.5,A5,0.0722,ScottA,cadA4,120,CdCl2,Rep1
150,2,29.5,A5,0.0717,ScottA,cadA4,120,CdCl2,Rep1
160,2,29.5,A5,0.072,ScottA,cadA4,120,CdCl2,Rep1
170,2,30,A5,0.0723,ScottA,cadA4,120,CdCl2,Rep1
180,3,30,A5,0.0722,ScottA,cadA4,120,CdCl2,Rep1
190,3,30,A5,0.0727,ScottA,cadA4,120,CdCl2,Rep1
200,3,30,A5,0.0725,ScottA,cadA4,120,CdCl2,Rep1
210,3,30,A5,0.0727,ScottA,cadA4,120,CdCl2,Rep1
220,3,30,A5,0.0726,ScottA,cadA4,120,CdCl2,Rep1
230,3,30,A5,0.0725,ScottA,cadA4,120,CdCl2,Rep1
240,4,30,A5,0.0716,ScottA,cadA4,120,CdCl2,Rep1
250,4,30,A5,0.072,ScottA,cadA4,120,CdCl2,Rep1
260,4,30.5,A5,0.0725,ScottA,cadA4,120,CdCl2,Rep1
270,4,30.5,A5,0.0731,ScottA,cadA4,120,CdCl2,Rep1
280,4,30.5,A5,0.0721,ScottA,cadA4,120,CdCl2,Rep1
290,4,30.5,A5,0.0719,ScottA,cadA4,120,CdCl2,Rep1
300,5,30.5,A5,0.0717,ScottA,cadA4,120,CdCl2,Rep1
310,5,30.5,A5,0.0723,ScottA,cadA4,120,CdCl2,Rep1
320,5,30,A5,0.0718,ScottA,cadA4,120,CdCl2,Rep1
330,5,30,A5,0.0722,ScottA,cadA4,120,CdCl2,Rep1
340,5,30,A5,0.0728,ScottA,cadA4,120,CdCl2,Rep1
350,5,30,A5,0.0722,ScottA,cadA4,120,CdCl2,Rep1
360,6,30,A5,0.0728,ScottA,cadA4,120,CdCl2,Rep1
370,6,30,A5,0.0732,ScottA,cadA4,120,CdCl2,Rep1
380,6,30,A5,0.0732,ScottA,cadA4,120,CdCl2,Rep1
390,6,30,A5,0.0724,ScottA,cadA4,120,CdCl2,Rep1
400,6,30,A5,0.072,ScottA,cadA4,120,CdCl2,Rep1
410,6,30,A5,0.0733,ScottA,cadA4,120,CdCl2,Rep1
420,7,30,A5,0.0728,ScottA,cadA4,120,CdCl2,Rep1
430,7,30,A5,0.0733,ScottA,cadA4,120,CdCl2,Rep1
440,7,30,A5,0.0739,ScottA,cadA4,120,CdCl2,Rep1
450,7,30,A5,0.0731,ScottA,cadA4,120,CdCl2,Rep1
460,7,30,A5,0.0741,ScottA,cadA4,120,CdCl2,Rep1
470,7,30,A5,0.0739,ScottA,cadA4,120,CdCl2,Rep1
480,8,30,A5,0.0733,ScottA,cadA4,120,CdCl2,Rep1
490,8,30,A5,0.0741,ScottA,cadA4,120,CdCl2,Rep1
500,8,30,A5,0.074,ScottA,cadA4,120,CdCl2,Rep1
510,8,30,A5,0.0742,ScottA,cadA4,120,CdCl2,Rep1
520,8,30,A5,0.0736,ScottA,cadA4,120,CdCl2,Rep1
530,8,30,A5,0.0748,ScottA,cadA4,120,CdCl2,Rep1
540,9,30,A5,0.0744,ScottA,cadA4,120,CdCl2,Rep1
550,9,30,A5,0.0743,ScottA,cadA4,120,CdCl2,Rep1
560,9,30,A5,0.0748,ScottA,cadA4,120,CdCl2,Rep1
570,9,30,A5,0.0752,ScottA,cadA4,120,CdCl2,Rep1
580,9,30,A5,0.0753,ScottA,cadA4,120,CdCl2,Rep1
590,9,30,A5,0.076,ScottA,cadA4,120,CdCl2,Rep1
600,10,30,A5,0.0768,ScottA,cadA4,120,CdCl2,Rep1
610,10,30,A5,0.0774,ScottA,cadA4,120,CdCl2,Rep1
620,10,30,A5,0.0767,ScottA,cadA4,120,CdCl2,Rep1
630,10,30,A5,0.0773,ScottA,cadA4,120,CdCl2,Rep1
640,10,30,A5,0.0782,ScottA,cadA4,120,CdCl2,Rep1
650,10,30,A5,0.0781,ScottA,cadA4,120,CdCl2,Rep1
660,11,30,A5,0.0787,ScottA,cadA4,120,CdCl2,Rep1
670,11,30,A5,0.0795,ScottA,cadA4,120,CdCl2,Rep1
680,11,30,A5,0.0811,ScottA,cadA4,120,CdCl2,Rep1
690,11,30,A5,0.081,ScottA,cadA4,120,CdCl2,Rep1
700,11,29.5,A5,0.0826,ScottA,cadA4,120,CdCl2,Rep1
710,11,29.5,A5,0.0826,ScottA,cadA4,120,CdCl2,Rep1
720,12,29.5,A5,0.0846,ScottA,cadA4,120,CdCl2,Rep1
730,12,29.5,A5,0.0854,ScottA,cadA4,120,CdCl2,Rep1
740,12,29.5,A5,0.0869,ScottA,cadA4,120,CdCl2,Rep1
750,12,29.5,A5,0.0881,ScottA,cadA4,120,CdCl2,Rep1
760,12,29.5,A5,0.09,ScottA,cadA4,120,CdCl2,Rep1
770,12,29.5,A5,0.0914,ScottA,cadA4,120,CdCl2,Rep1
780,13,29.5,A5,0.0927,ScottA,cadA4,120,CdCl2,Rep1
790,13,29.5,A5,0.0939,ScottA,cadA4,120,CdCl2,Rep1
800,13,29.5,A5,0.0964,ScottA,cadA4,120,CdCl2,Rep1
810,13,29.5,A5,0.0988,ScottA,cadA4,120,CdCl2,Rep1
820,13,29.5,A5,0.1017,ScottA,cadA4,120,CdCl2,Rep1
830,13,29.5,A5,0.1033,ScottA,cadA4,120,CdCl2,Rep1
840,14,29.5,A5,0.1067,ScottA,cadA4,120,CdCl2,Rep1
850,14,29.5,A5,0.1095,ScottA,cadA4,120,CdCl2,Rep1
860,14,29.5,A5,0.1122,ScottA,cadA4,120,CdCl2,Rep1
870,14,29.5,A5,0.1146,ScottA,cadA4,120,CdCl2,Rep1
880,14,29.5,A5,0.1174,ScottA,cadA4,120,CdCl2,Rep1
890,14,29.5,A5,0.1196,ScottA,cadA4,120,CdCl2,Rep1
900,15,29.5,A5,0.122,ScottA,cadA4,120,CdCl2,Rep1
910,15,29.5,A5,0.1245,ScottA,cadA4,120,CdCl2,Rep1
920,15,29.5,A5,0.1275,ScottA,cadA4,120,CdCl2,Rep1
930,15,29.5,A5,0.13,ScottA,cadA4,120,CdCl2,Rep1
940,15,29.5,A5,0.1319,ScottA,cadA4,120,CdCl2,Rep1
950,15,29.5,A5,0.1337,ScottA,cadA4,120,CdCl2,Rep1
960,16,29,A5,0.1348,ScottA,cadA4,120,CdCl2,Rep1
970,16,29,A5,0.1368,ScottA,cadA4,120,CdCl2,Rep1
980,16,29,A5,0.1386,ScottA,cadA4,120,CdCl2,Rep1
990,16,29,A5,0.1407,ScottA,cadA4,120,CdCl2,Rep1
1000,16,29,A5,0.1417,ScottA,cadA4,120,CdCl2,Rep1
1010,16,29,A5,0.1427,ScottA,cadA4,120,CdCl2,Rep1
1020,17,29,A5,0.145,ScottA,cadA4,120,CdCl2,Rep1
1030,17,29,A5,0.1473,ScottA,cadA4,120,CdCl2,Rep1
1040,17,29,A5,0.1488,ScottA,cadA4,120,CdCl2,Rep1
1050,17,29,A5,0.15,ScottA,cadA4,120,CdCl2,Rep1
1060,17,29,A5,0.1508,ScottA,cadA4,120,CdCl2,Rep1
1070,17,29,A5,0.1521,ScottA,cadA4,120,CdCl2,Rep1
1080,18,29,A5,0.1529,ScottA,cadA4,120,CdCl2,Rep1
1090,18,29,A5,0.1542,ScottA,cadA4,120,CdCl2,Rep1
1100,18,29,A5,0.1548,ScottA,cadA4,120,CdCl2,Rep1
1110,18,29,A5,0.1553,ScottA,cadA4,120,CdCl2,Rep1
1120,18,29,A5,0.1561,ScottA,cadA4,120,CdCl2,Rep1
1130,18,29,A5,0.1566,ScottA,cadA4,120,CdCl2,Rep1
1140,19,29,A5,0.1573,ScottA,cadA4,120,CdCl2,Rep1
1150,19,29,A5,0.1575,ScottA,cadA4,120,CdCl2,Rep1
1160,19,29,A5,0.1582,ScottA,cadA4,120,CdCl2,Rep1
1170,19,29,A5,0.1588,ScottA,cadA4,120,CdCl2,Rep1
1180,19,29,A5,0.1596,ScottA,cadA4,120,CdCl2,Rep1
1190,19,29,A5,0.1601,ScottA,cadA4,120,CdCl2,Rep1
1200,20,29,A5,0.1599,ScottA,cadA4,120,CdCl2,Rep1
1210,20,29,A5,0.1609,ScottA,cadA4,120,CdCl2,Rep1
1220,20,29.5,A5,0.1609,ScottA,cadA4,120,CdCl2,Rep1
1230,20,29.5,A5,0.1615,ScottA,cadA4,120,CdCl2,Rep1
1240,20,29.5,A5,0.1609,ScottA,cadA4,120,CdCl2,Rep1
1250,20,29.5,A5,0.1619,ScottA,cadA4,120,CdCl2,Rep1
1260,21,29.5,A5,0.1622,ScottA,cadA4,120,CdCl2,Rep1
1270,21,29.5,A5,0.163,ScottA,cadA4,120,CdCl2,Rep1
1280,21,29.5,A5,0.1633,ScottA,cadA4,120,CdCl2,Rep1
1290,21,29.5,A5,0.1633,ScottA,cadA4,120,CdCl2,Rep1
1300,21,29.5,A5,0.1634,ScottA,cadA4,120,CdCl2,Rep1
1310,21,29.5,A5,0.1643,ScottA,cadA4,120,CdCl2,Rep1
1320,22,29.5,A5,0.164,ScottA,cadA4,120,CdCl2,Rep1
1330,22,29.5,A5,0.1646,ScottA,cadA4,120,CdCl2,Rep1
1340,22,29.5,A5,0.165,ScottA,cadA4,120,CdCl2,Rep1
1350,22,29.5,A5,0.1653,ScottA,cadA4,120,CdCl2,Rep1
1360,22,29.5,A5,0.1653,ScottA,cadA4,120,CdCl2,Rep1
1370,22,29.5,A5,0.1654,ScottA,cadA4,120,CdCl2,Rep1
1380,23,29.5,A5,0.1655,ScottA,cadA4,120,CdCl2,Rep1
1390,23,29.5,A5,0.1657,ScottA,cadA4,120,CdCl2,Rep1
1400,23,29.5,A5,0.1662,ScottA,cadA4,120,CdCl2,Rep1
1410,23,29.5,A5,0.1661,ScottA,cadA4,120,CdCl2,Rep1
0,0,22,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
10,0,22.5,A7,0.0704,WRLP92,none,120,CdSO4,Rep1
20,0,23.5,A7,0.0692,WRLP92,none,120,CdSO4,Rep1
30,0,24.5,A7,0.0703,WRLP92,none,120,CdSO4,Rep1
40,0,25.5,A7,0.0704,WRLP92,none,120,CdSO4,Rep1
50,0,26,A7,0.0696,WRLP92,none,120,CdSO4,Rep1
60,1,26.5,A7,0.0699,WRLP92,none,120,CdSO4,Rep1
70,1,27.5,A7,0.0702,WRLP92,none,120,CdSO4,Rep1
80,1,27.5,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
90,1,28,A7,0.0696,WRLP92,none,120,CdSO4,Rep1
100,1,28.5,A7,0.0705,WRLP92,none,120,CdSO4,Rep1
110,1,29,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
120,2,29,A7,0.07,WRLP92,none,120,CdSO4,Rep1
130,2,29,A7,0.0706,WRLP92,none,120,CdSO4,Rep1
140,2,29.5,A7,0.0706,WRLP92,none,120,CdSO4,Rep1
150,2,29.5,A7,0.0704,WRLP92,none,120,CdSO4,Rep1
160,2,29.5,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
170,2,30,A7,0.0697,WRLP92,none,120,CdSO4,Rep1
180,3,30,A7,0.0703,WRLP92,none,120,CdSO4,Rep1
190,3,30,A7,0.0697,WRLP92,none,120,CdSO4,Rep1
200,3,30,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
210,3,30,A7,0.0703,WRLP92,none,120,CdSO4,Rep1
220,3,30,A7,0.07,WRLP92,none,120,CdSO4,Rep1
230,3,30,A7,0.0701,WRLP92,none,120,CdSO4,Rep1
